,Unnamed: 0,suburb,postcode,p_type,median_sell,avg_days_on_market,clearance,n_sold,h_range,l_range,median_rent,2022_median,2022_growth,2022_n_sold,2021_median,2021_growth,2021_n_sold,2020_median,2020_growth,2020_n_sold,2019_median,2019_growth,2019_n_sold,2018_median,2018_growth,2018_n_sold
2622,ballan,3342, 4_house,$838k,55 days,-,16,2.875m,585k,,$838k,39.4%,16,$601k,4.5%,26,$575k,6.5%,26,$540k,8.7%,26,$497k,6.9%,30,
2623,ballan,3342, 5_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
2624,blakeville,3342, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2625,blakeville,3342, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2626,blakeville,3342, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2627,ingliston,3342, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2628,gordon,3345, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2629,gordon,3345, 3_house,-,-,-,9,,,,,,,,,,,,,,,,,,,
2630,gordon,3345, 4_house,$865k,51 days,-,14,1.375m,615k,,$865k,3.6%,14,$835k,9.9%,15,$760k,17.8%,15,$645k,-,11,N/A,-,8,
2631,alfredton,3350, 2_house,$450k,40 days,-,12,595k,305k,320,$450k,19.4%,12,$377k,14.2%,12,$330k,15.8%,14,$285k,-5%,10,$300k,-,15,
2632,alfredton,3350, 3_house,$580k,26 days,-,89,868k,420k,385,$580k,30%,89,$446k,10.1%,87,$405k,2.5%,87,$395k,13.2%,95,$349k,2.6%,95,
2633,alfredton,3350, 4_house,$684k,38 days,-,150,958k,490k,450,$684k,16.9%,150,$585k,11.4%,183,$525k,7.6%,141,$488k,6.1%,117,$460k,4.5%,138,
2634,alfredton,3350, 5_house,$848k,28 days,-,20,1.195m,618k,,$848k,-,20,N/A,-,9,$535k,-2.7%,19,$550k,11.6%,14,$493k,4.9%,16,
2635,alfredton,3350, 1_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
2636,alfredton,3350, 2_unit,-,-,-,9,,,,,,,,,,,,,,,,,,,
2637,alfredton,3350, 3_unit,-,-,-,3,,,,,,,,,,,,,,,,,,,
2638,bakery-hill,3350, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2639,bakery-hill,3350, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2640,bakery-hill,3350, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2641,bakery-hill,3350, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2642,ballarat-central,3350, 2_house,$497k,46 days,-,19,1.55m,345k,338,$497k,5.7%,19,$470k,19%,29,$395k,13.8%,26,$347k,-0.9%,21,$350k,31.1%,47,
2643,ballarat-central,3350, 3_house,$696k,29 days,-,70,1.4m,454k,380,$696k,10.5%,70,$630k,19.8%,83,$526k,10.7%,77,$475k,-,107,$475k,19.9%,122,
2644,ballarat-central,3350, 4_house,$1.09m,49 days,-,30,1.97m,520k,450,$1.09m,32.9%,30,$820k,9%,37,$752k,12.6%,26,$668k,12.3%,30,$595k,2.6%,29,
2645,ballarat-central,3350, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2646,ballarat-central,3350, 1_unit,-,-,-,8,,,,,,,,,,,,,,,,,,,
2647,ballarat-central,3350, 2_unit,-,-,-,6,,,,,,,,,,,,,,,,,,,
2648,ballarat-central,3350, 3_unit,-,-,-,4,,,,,,,,,,,,,,,,,,,
2649,ballarat-east,3350, 2_house,$444k,87 days,-,28,555k,255k,320,$444k,21.6%,28,$365k8.3%302020$337k,14.2%,,$337k,14.2%,20,$295k,3.1%,31,$286k,10%,58,
2650,ballarat-east,3350, 3_house,$520k,28 days,-,113,655k,375k,360,$520k,20.9%,113,$430k,14.7%,116,$375k,8.7%,100,$345k,4.5%,97,$330k,10.4%,135,
2651,ballarat-east,3350, 4_house,$650k,32 days,-,31,804k,483k,395,$650k,20.4%,31,$540k,11.3%,33,$485k,6.4%,21,$456k,7.8%,26,$423k,19.2%,28,
2652,ballarat-east,3350, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2653,ballarat-east,3350, 1_unit,-,-,-,3,,,,,,,,,,,,,,,,,,,
2654,ballarat-east,3350, 2_unit,-,-,-,6,,,,,,,,,,,,,,,,,,,
2655,ballarat-east,3350, 3_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
2656,ballarat-north,3350, 2_house,$480k,20 days,-,11,610k,370k,310,$480k,41.2%,11,$340k,-1.2%,14,$344k,8.9%,11,$316k,16.6%,15,$271k,9.7%,14,
2657,ballarat-north,3350, 3_house,$565k,40 days,-,47,860k,455k,370,$565k,25.6%,47,$450k,7.1%,53,$420k,8.8%,45,$386k,12.5%,56,$343k,9.6%,57,
2658,ballarat-north,3350, 4_house,$726k,44 days,-,18,1.464m,485k,430,$726k,9.2%,18,$665k26.7%302020$525k12.7%142019$466k,-14.5%,,$525k,12.7%,14,$466k,-14.5%,20,$545k,21.1%,33,
2659,ballarat-north,3350, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2660,ballarat-north,3350, 1_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
2661,ballarat-north,3350, 2_unit,$425k,14 days,-,10,487k,335k,270,$425k,-,10,N/A,-,7,N/A,-,8,N/A,-,5,$220k,-,15,
2662,ballarat-north,3350, 3_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
2663,black-hill,3350, 2_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2664,black-hill,3350, 3_house,$580k,41 days,-,25,1.05m,472k,360,$580k,12.6%,25,$515k,24.7%,35,$413k,-7%,26,$444k,21.3%,22,$366k,9.3%,30,
2665,black-hill,3350, 4_house,-,-,-,7,,,,,,,,,,,,,,,,,,,
2666,black-hill,3350, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2667,black-hill,3350, 2_unit,-,-,-,4,,,,,,,,,,,,,,,,,,,
2668,black-hill,3350, 3_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
2669,brown-hill,3350, 2_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
2670,brown-hill,3350, 3_house,$546k,34 days,-,41,745k,385k,370,$546k,17.9%,41,$463k,21.8%,45,$380k,1.1%,35,$376k,10.6%,53,$340k,2.7%,53,
2671,brown-hill,3350, 4_house,$819k,28 days,-,24,1m,600k,475,$819k,27.4%,24,$643k,12.8%,36,$570k,9.6%,33,$520k,9.5%,31,$475k,-4%,29,
2672,brown-hill,3350, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2673,brown-hill,3350, 2_unit,-,-,-,6,,,,,,,,,,,,,,,,,,,
2674,brown-hill,3350, 3_unit,-,-,-,4,,,,,,,,,,,,,,,,,,,
2675,canadian,3350, 2_house,$405k,-,-,11,505k,335k,300,$405k,17.4%,11,$345k,16.9%,17,$295k,6.5%,13,$277k,6.5%,19,$260k,-,11,
2676,canadian,3350, 3_house,$539k,24 days,-,44,832k,408k,375,$539k,20.6%,44,$447k,20.2%,53,$372k,6.3%,48,$350k,5.4%,56,$332k,8.9%,57,
2677,canadian,3350, 4_house,$635k,35 days,-,26,870k,530k,430,$635k,25.7%,26,$505k,7.4%,22,$470k,-1.1%,23,$475k,17.3%,24,$405k,11.9%,23,
2678,canadian,3350, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2679,canadian,3350, 1_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
2680,canadian,3350, 2_unit,-,-,-,3,,,,,,,,,,,,,,,,,,,
2681,canadian,3350, 3_unit,-,-,-,6,,,,,,,,,,,,,,,,,,,
2682,eureka,3350, 2_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2683,eureka,3350, 3_house,-,-,-,9,,,,,,,,,,,,,,,,,,,
2684,eureka,3350, 4_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2685,golden-point,3350, 2_house,$421k,24 days,-,26,520k,346k,320,$421k,7.7%,26,$391k,15%,11,$340k,16.8%,18,$291k,2.1%,14,$285k,18.3%,19,
2686,golden-point,3350, 3_house,$553k,31 days,-,36,910k,406k,348,$553k,22.9%,36,$450k,2.3%,43,$440k,18.3%,31,$372k,12.4%,43,$331k,9.2%,46,
2687,golden-point,3350, 4_house,-,-,-,8,,,,,,,,,,,,,,,,,,,
2688,golden-point,3350, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2689,golden-point,3350, 3_unit,-,-,-,3,,,,,,,,,,,,,,,,,,,
2690,invermay-park,3350, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2691,invermay-park,3350, 3_house,-,-,-,9,,,,,,,,,,,,,,,,,,,
2692,invermay-park,3350, 4_house,$800k,50 days,-,15,960k,640k,,$800k,22.5%,15,$653k,15.6%,16,$565k,13%,14,$500k,9.2%,16,$458k,10.4%,12,
2693,invermay-park,3350, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2694,lake-wendouree,3350, 2_house,-,-,-,6,,,,,,,,,,,,,,,,,,,
2695,lake-wendouree,3350, 3_house,$1.025m,35 days,-,26,1.5m,625k,420,$1.025m,18.5%,26,$865k,7.3%,26,$806k,30%,18,$620k,23.5%,23,$502k,-23.2%,33,
2696,lake-wendouree,3350, 4_house,$2.075m,-,-,10,8.25m,665k,,$2.075m,46.1%,10,$1.42m,0.5%,30,$1.413m,22.9%,16,$1.15m,-0.7%,19,$1.158m,13.1%,18,
2697,lake-wendouree,3350, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2698,lake-wendouree,3350, 2_unit,-,-,-,3,,,,,,,,,,,,,,,,,,,
2699,lake-wendouree,3350, 3_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
2700,lucas,3350, 2_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2701,lucas,3350, 3_house,$577k,31 days,-,26,770k,475k,390,$577k,30.5%,26,$442k,2.8%,40,$430k,14.7%,27,$375k,8.4%,21,$346k,6.5%,32,
2702,lucas,3350, 4_house,$708k,34 days,-,67,1.06m,525k,440,$708k,27.3%,67,$556k,20.9%,72,$460k,-2.5%,35,$472k,11.1%,33,$425k,-7%,23,
2703,lucas,3350, 5_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
2704,mount-clear,3350, 2_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
2705,mount-clear,3350, 3_house,$540k,20 days,-,37,645k,380k,360,$540k,23.3%,37,$438k,12.9%,54,$388k,6.3%,37,$365k,8%,49,$338k,18.6%,47,
2706,mount-clear,3350, 4_house,$600k,30 days,-,23,972k,445k,428,$600k,13.2%,23,$530k,4.5%,19,$507k,7.9%,24,$470k,13%,23,$416k,13.7%,26,
2707,mount-clear,3350, 5_house,-,-,-,8,,,,,,,,,,,,,,,,,,,
2708,mount-clear,3350, 2_unit,-,-,-,4,,,,,,,,,,,,,,,,,,,
2709,mount-clear,3350, 3_unit,-,-,-,4,,,,,,,,,,,,,,,,,,,
2710,mount-helen,3350, 3_house,$579k,29 days,-,21,865k,410k,360,$579k,17%,21,$495k15.9%232020$427k16%192019$368k,3.7%,,$427k,16%,19,$368k,3.7%,20,$355k,8.6%,19,
2711,mount-helen,3350, 4_house,$749k,39 days,-,39,1.68m,553k,450,$749k,31.9%,39,$568k,12.5%,32,$505k,18.8%,24,$425k,-1.2%,32,$430k,2.1%,38,
2712,mount-helen,3350, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2713,mount-pleasant,3350, 2_house,-,-,-,9,,,,,,,,,,,,,,,,,,,
2714,mount-pleasant,3350, 3_house,$545k,30 days,-,33,800k,415k,355,$545k,36.3%,33,$400k,8.1%,33,$370k,-1.6%,23,$376k,29.7%,35,$290k,-1.7%,56,
2715,mount-pleasant,3350, 4_house,$538k,116 days,-,18,820k,450k,400,$538k,13.3%,18,$475k,-,16,N/A,-,4,$396k,-,16,N/A,-,7,
2716,mount-pleasant,3350, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2717,mount-pleasant,3350, 2_unit,-,-,-,2,,,,,,,,,,,,,,,,,,,
2718,nerrina,3350, 2_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2719,nerrina,3350, 3_house,-,-,-,7,,,,,,,,,,,,,,,,,,,
2720,nerrina,3350, 4_house,$792k,87 days,-,11,910k,690k,,$792k,22.8%,11,$645k,-,16,N/A,-,9,$725k,14.9%,11,$631k,6.4%,15,
2721,nerrina,3350, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2722,newington,3350, 2_house,-,-,-,7,,,,,,,,,,,,,,,,,,,
2723,newington,3350, 3_house,$640k,42 days,-,23,795k,515k,395,$640k,-9.2%,23,$705k,20.5%,15,$585k,22.4%,17,$478k,6.2%,34,$450k,13.1%,26,
2724,newington,3350, 4_house,-,-,-,8,,,,,,,,,,,,,,,,,,,
2725,newington,3350, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2726,redan,3350, 2_house,$434k,20 days,-,14,640k,345k,293,$434k,29.9%,14,$334k,1.5%,18,$329k,7.9%,10,$305k,17.3%,21,$260k,13%,29,
2727,redan,3350, 3_house,$480k,29 days,-,53,760k,385k,350,$480k,9.8%,53,$437k,19.4%,64,$366k,7.6%,48,$340k,11.5%,55,$305k,9.3%,82,
2728,redan,3350, 4_house,-,-,-,8,,,,,,,,,,,,,,,,,,,
2729,redan,3350, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2730,redan,3350, 1_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
2731,redan,3350, 2_unit,$345k,28 days,-,15,425k,290k,280,$345k,11.3%,15,$310k,-,12,N/A,-,7,N/A,-,5,$225k,14.2%,12,
2732,redan,3350, 3_unit,-,-,-,5,,,,,,,,,,,,,,,,,,,
2733,soldiers-hill,3350, 2_house,$465k,40 days,-,13,1.155m,315k,325,$465k,5.4%,13,$441k,10.8%,14,$398k,19.5%,14,$333k,12.9%,13,$295k,6.1%,15,
2734,soldiers-hill,3350, 3_house,$680k,34 days,-,49,920k,490k,375,$680k,30.8%,49,$520k,0.4%,49,$518k,11.6%,47,$464k,2.7%,48,$452k,10.2%,54,
2735,soldiers-hill,3350, 4_house,$710k,54 days,-,17,1.89m,520k,435,$710k,0.3%,17,$708k,17%,18,$605k,-11%,13,$680k,-,10,N/A,-,8,
2736,soldiers-hill,3350, 5_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
2737,soldiers-hill,3350, 2_unit,-,-,-,2,,,,,,,,,,,,,,,,,,,
2738,soldiers-hill,3350, 3_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
2739,berringa,3351, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2740,berringa,3351, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2741,berringa,3351, 4_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2742,chepstowe,3351, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2743,haddon,3351, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2744,haddon,3351, 3_house,-,-,-,6,,,,,,,,,,,,,,,,,,,
2745,haddon,3351, 4_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
2746,haddon,3351, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2747,lake-bolac,3351, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2748,lake-bolac,3351, 3_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2749,lake-bolac,3351, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2750,nintingbool,3351, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2751,nintingbool,3351, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2752,ross-creek,3351, 3_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
2753,ross-creek,3351, 4_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
2754,scarsdale,3351, 2_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2755,scarsdale,3351, 3_house,-,-,-,6,,,,,,,,,,,,,,,,,,,
2756,scarsdale,3351, 4_house,-,-,-,7,,,,,,,,,,,,,,,,,,,
2757,scarsdale,3351, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2758,smythes-creek,3351, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2759,smythes-creek,3351, 3_house,$615k,-,-,10,1.901m,500k,,$615k,-,10,N/A,-,7,N/A,-,5,N/A,-,5,N/A,-,4,
2760,smythes-creek,3351, 4_house,$779k,43 days,-,20,1.405m,550k,440,$779k,6.7%,20,$730k,29.7%,13,$563k,-,12,N/A,-,8,N/A,-,7,
2761,smythes-creek,3351, 5_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
2762,smythesdale,3351, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2763,smythesdale,3351, 3_house,$522k,-,-,12,775k,300k,,$522k,0.8%,12,$518k,36.3%,13,$380k,-,11,N/A,-,6,N/A,-,7,
2764,smythesdale,3351, 4_house,-,-,-,7,,,,,,,,,,,,,,,,,,,
2765,smythesdale,3351, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2766,streatham,3351, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2767,streatham,3351, 3_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2768,streatham,3351, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2769,streatham,3351, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2770,bonshaw,3352, 3_house,-,-,-,8,,,,,,,,,,,,,,,,,,,
2771,bonshaw,3352, 4_house,$580k,33 days,-,21,622k,525k,420,$580k,11.8%,21,$519k,-,41,N/A,-,8,N/A,-,5,N/A,-,3,
2772,bungaree,3352, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2773,bungaree,3352, 3_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2774,bunkers-hill,3352, 4_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2775,bunkers-hill,3352, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2776,cardigan,3352, 3_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2777,cardigan,3352, 4_house,$1.15m,-,-,11,1.72m,830k,,$1.15m,-,11,N/A,-,8,N/A,-,9,N/A,-,5,N/A,-,5,
2778,cardigan,3352, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2779,cardigan-village,3352, 3_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2780,cardigan-village,3352, 4_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2781,cardigan-village,3352, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2782,clarendon,3352, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2783,clarendon,3352, 4_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2784,corindhap,3352, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2785,corindhap,3352, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2786,corindhap,3352, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2787,enfield,3352, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2788,enfield,3352, 3_house,-,-,-,8,,,,,,,,,,,,,,,,,,,
2789,enfield,3352, 4_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2790,enfield,3352, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2791,invermay,3352, 3_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2792,invermay,3352, 4_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
2793,invermay,3352, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2794,lal-lal,3352, 2_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2795,lal-lal,3352, 3_house,-,-,-,6,,,,,,,,,,,,,,,,,,,
2796,lal-lal,3352, 4_house,-,-,-,6,,,,,,,,,,,,,,,,,,,
2797,lal-lal,3352, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2798,learmonth,3352, 3_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2799,learmonth,3352, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2800,lexton,3352, 3_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
2801,lexton,3352, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2802,lexton,3352, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2803,magpie,3352, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2804,magpie,3352, 4_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2805,miners-rest,3352, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2806,miners-rest,3352, 3_house,$568k,17 days,-,26,685k,500k,370,$568k,26.5%,26,$449k,15.7%,38,$388k,-0.5%,36,$390k,8.6%,38,$359k,12.2%,38,
2807,miners-rest,3352, 4_house,$641k,35 days,-,35,975k,510k,430,$641k,25.7%,35,$510k,8.1%,43,$472k,9.8%,37,$430k,6.2%,47,$405k,8.3%,46,
2808,miners-rest,3352, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2809,mitchell-park,3352, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2810,mitchell-park,3352, 3_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
2811,mitchell-park,3352, 4_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
2812,mount-egerton,3352, 2_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
2813,mount-egerton,3352, 3_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
2814,mount-egerton,3352, 4_house,-,-,-,7,,,,,,,,,,,,,,,,,,,
2815,mount-egerton,3352, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2816,mount-rowan,3352, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2817,mount-rowan,3352, 4_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2818,mount-rowan,3352, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2819,napoleons,3352, 3_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
2820,napoleons,3352, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2821,pootilla,3352, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2822,scotsburn,3352, 3_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2823,scotsburn,3352, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2824,scotsburn,3352, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2825,springbank,3352, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2826,springbank,3352, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2827,warrenheip,3352, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2828,warrenheip,3352, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2829,lake-gardens,3355, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2830,lake-gardens,3355, 3_house,$685k,17 days,-,21,975k,522k,400,$685k,56.4%,21,$438k,-4.4%,22,$458k,-1.7%,10,$466k,8.1%,17,$431k,14.9%,17,
2831,lake-gardens,3355, 4_house,$800k,39 days,-,23,1.3m,575k,470,$800k,15.4%,23,$693k18.9%182020$583k,-3.6%,,$583k,-3.6%,20,$605k,0.8%,15,$600k,2.2%,17,
2832,lake-gardens,3355, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2833,mitchell-park,3355, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2834,mitchell-park,3355, 3_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
2835,mitchell-park,3355, 4_house,-,-,-,8,,,,,,,,,,,,,,,,,,,
2836,mitchell-park,3355, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2837,wendouree,3355, 2_house,$390k,28 days,-,29,550k,280k,300,$390k,8.3%,29,$360k,12.5%,21,$320k,18.5%,26,$270k,6.7%,31,$253k,14.5%,33,
2838,wendouree,3355, 3_house,$477k,27 days,-,188,595k,370k,350,$477k,18.4%,188,$403k,16.8%,167,$345k,7.8%,164,$320k,13.5%,177,$282k,15.1%,197,
2839,wendouree,3355, 4_house,$513k,46 days,-,29,742k,453k,390,$513k,15.3%,29,$445k,19.3%,37,$373k,0.8%,24,$370k,8.8%,15,$340k,9.7%,40,
2840,wendouree,3355, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2841,wendouree,3355, 1_unit,-,-,-,9,,,,,,,,,,,,,,,,,,,
2842,wendouree,3355, 2_unit,$363k,45 days,-,14,510k,260k,300,$363k,20.2%,14,$302k,11.9%,23,$270k,-,15,N/A,-,6,$206k,-13.1%,19,
2843,wendouree,3355, 3_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
2844,delacombe,3356, 2_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
2845,delacombe,3356, 3_house,$550k,19 days,-,52,750k,410k,360,$550k,32.5%,52,$415k,13.7%,77,$365k,3.1%,46,$354k,13.1%,63,$313k,7.2%,62,
2846,delacombe,3356, 4_house,$616k,23 days,-,42,870k,515k,420,$616k,16.7%,42,$528k,16%,49,$455k,8.3%,35,$420k,15.1%,27,$365k,2.5%,39,
2847,delacombe,3356, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
2848,delacombe,3356, 3_unit,-,-,-,3,,,,,,,,,,,,,,,,,,,
2849,sebastopol,3356, 2_house,$355k,22 days,-,37,432k,305k,290,$355k,14.5%,37,$310k,14%,34,$272k,8.8%,27,$250k,11.1%,48,$225k,3.7%,67,
2850,sebastopol,3356, 3_house,$450k,29 days,-,161,570k,355k,340,$450k,20%,161,$375k,14.7%,163,$327k,9.7%,149,$298k,10.4%,162,$270k,9.3%,208,
2851,sebastopol,3356, 4_house,$525k,38 days,-,44,645k,415k,385,$525k,26.5%,44,$415k,6.1%,35,$391k,8.9%,34,$359k,8.8%,43,$330k,4.8%,37,
2852,sebastopol,3356, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2853,sebastopol,3356, 1_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
2854,sebastopol,3356, 2_unit,$335k,27 days,-,27,382k,290k,290,$335k,21.8%,27,$275k,12.2%,32,$245k,4.3%,31,$235k,11.9%,22,$210k,10.5%,46,
2855,sebastopol,3356, 3_unit,-,-,-,5,,,,,,,,,,,,,,,,,,,
2856,buninyong,3357, 2_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
2857,buninyong,3357, 3_house,$695k,40 days,-,30,1.2m,520k,370,$695k,24.3%,30,$559k,18.9%,34,$470k,6.1%,24,$443k,10.8%,32,$400k,3.1%,29,
2858,buninyong,3357, 4_house,$875k,50 days,-,32,1.6m,550k,,$875k,25.9%,32,$695k,7.8%,25,$645k,4.7%,13,$616k,1%,22,$610k,19.6%,28,
2859,buninyong,3357, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2860,winter-valley,3358, 3_house,$610k,14 days,-,21,686k,530k,400,$610k,25.8%,21,$485k,14.1%,15,$425k,6.3%,21,$400k,9.6%,24,$365k,2.5%,15,
2861,winter-valley,3358, 4_house,$603k,28 days,-,73,740k,550k,420,$603k,17.5%,73,$513k,10.3%,62,$465k,6.9%,44,$435k,9.8%,26,$396k,3.4%,28,
2862,winter-valley,3358, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
2863,linton,3360, 2_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
2864,linton,3360, 3_house,$450k,-,-,10,650k,290k,,$450k,-,10,N/A,-,9,N/A,-,8,N/A,-,9,$333k,-,13,
